timestamp,episode,global_step,episode_steps,episode_reward,epsilon,avg_loss,replay_size,x_pos,score,coins,x_reward,score_reward,coin_reward,death_penalty,finish_bonus,dead,finished,model_path
2026-06-14T20:44:52,1,188,188,1547.22,0.998214,0.0,188,534.0,200,1,6.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:45:00,2,569,381,4208.58,0.994595,0.0,569,1568.0,1000,9,0.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:45:02,3,670,101,1216.28,0.993635,0.0,670,529.0,300,1,6.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:45:10,4,1065,395,3870.72,0.989882,0.0,1065,1543.0,2300,11,0.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:45:19,5,1511,446,4309.56,0.985645,0.0,1511,1559.0,2200,10,4.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:45:28,6,1987,476,4166.88,0.981124,0.0,1987,1559.0,4900,9,6.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:45:45,7,2825,838,5986.06,0.973163,7.236885,2825,1566.0,6100,10,10.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:45:50,8,3033,208,2254.52,0.971186,7.687668,3033,853.0,1100,9,0.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:45:56,9,3351,318,4485.28,0.968166,7.636078,3351,2098.0,1700,14,2.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:46:04,10,3699,348,3927.32,0.964859,7.600786,3699,1549.0,1100,9,4.0,0.0,0.0,-25.0,0.0,True,False,training_runs\dqn_20260614_204448\models\q_network_episode_00010.weights.h5
2026-06-14T20:46:14,11,4198,499,6420.44,0.960119,8.425624,4198,2735.0,2300,19,6.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:46:23,12,4630,432,4798.46,0.956015,7.9919,4630,2113.0,2000,14,6.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:46:43,13,5631,1001,8315.74,0.946505,8.247709,5631,2695.0,10800,22,4.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:46:53,14,6074,443,4644.0,0.942297,8.451189,6074,1562.0,1400,9,0.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:46:59,15,6345,271,3467.38,0.939723,8.356504,6345,1566.0,1000,9,6.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:47:02,16,6446,101,1102.24,0.938763,8.185725,6446,500.0,300,1,8.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:47:08,17,6704,258,3349.62,0.936312,7.811484,6704,1552.0,1200,10,6.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:47:09,18,6727,23,245.2,0.936094,8.194983,6727,136.0,0,0,6.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:47:16,19,7032,305,3651.7,0.933196,8.889098,7032,1537.0,1100,10,0.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:47:20,20,7220,188,2095.8,0.93141,9.031561,7220,868.0,1800,8,8.0,0.0,0.0,-25.0,0.0,True,False,training_runs\dqn_20260614_204448\models\q_network_episode_00020.weights.h5
2026-06-14T20:47:24,21,7383,163,2064.08,0.929862,8.860922,7383,861.0,1100,9,4.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:47:33,22,7832,449,4329.42,0.925596,8.265209,7832,1542.0,2300,10,2.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:47:41,23,8220,388,5869.48,0.92191,9.211936,8220,2706.0,2500,21,6.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:47:56,24,8964,744,6192.5,0.914842,8.346501,8964,2111.0,10000,9,4.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:48:01,25,9174,210,3259.56,0.912847,10.341012,9174,1549.0,1300,10,2.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:48:10,26,9599,425,6065.32,0.90881,8.932383,9599,2747.0,2300,20,4.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:48:20,27,10067,468,6211.86,0.904363,8.469449,10067,2722.0,2300,18,10.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:48:27,28,10384,317,3793.04,0.901352,8.406,10384,1563.0,1400,10,0.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:48:34,29,10728,344,4689.1,0.898084,8.049963,10728,2111.0,1600,12,6.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:48:40,30,10979,251,3488.28,0.895699,7.835286,10979,1564.0,1300,10,10.0,0.0,0.0,-25.0,0.0,True,False,training_runs\dqn_20260614_204448\models\q_network_episode_00030.weights.h5
2026-06-14T20:48:42,31,11069,90,1163.1,0.894845,12.096036,11069,569.0,300,1,4.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:48:51,32,11502,433,6140.78,0.890731,8.671803,11502,2705.0,2400,20,2.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:49:00,33,11921,419,3962.98,0.88675,8.42445,11921,1568.0,6500,7,0.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:49:01,34,11941,20,265.42,0.88656,7.953964,11941,146.0,0,0,4.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:49:02,35,11958,17,294.78,0.886399,8.549648,11958,158.0,100,1,4.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:49:16,36,12636,678,6915.28,0.879958,9.053327,12636,2728.0,7500,23,0.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:49:18,37,12722,86,1197.28,0.879141,8.554357,12722,558.0,100,1,8.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:49:28,38,13187,465,6445.66,0.874723,8.82821,13187,2752.0,1800,18,0.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:49:31,39,13279,92,1761.44,0.873849,9.077538,13279,848.0,800,7,4.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:49:42,40,13770,491,6436.12,0.869185,9.140725,13770,2722.0,2400,16,4.0,0.0,0.0,-25.0,0.0,True,False,training_runs\dqn_20260614_204448\models\q_network_episode_00040.weights.h5
2026-06-14T20:49:47,41,13976,206,3270.52,0.867228,9.294752,13976,1565.0,1000,9,6.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:49:49,42,14062,86,1099.28,0.866411,11.790856,14062,492.0,100,1,8.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:49:50,43,14096,34,276.32,0.866088,10.387179,14096,91.0,0,0,2.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:50:20,44,15596,1500,6595.6,0.851838,9.117747,15596,892.0,36600,9,0.0,0.0,0.0,0.0,0.0,False,False,
2026-06-14T20:50:23,45,15691,95,1750.32,0.850936,8.266397,15691,859.0,900,8,8.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:50:29,46,15940,249,3545.1,0.84857,9.30117,15940,1566.0,1000,9,8.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:50:31,47,16010,70,1146.6,0.847905,9.151562,16010,554.0,200,1,2.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:50:36,48,16209,199,3239.14,0.846015,9.940274,16209,1549.0,1000,9,0.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:50:37,49,16230,21,269.32,0.845815,11.840367,16230,142.0,0,0,4.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:50:39,50,16309,79,1164.02,0.845064,9.47242,16309,586.0,300,1,6.0,0.0,0.0,-25.0,0.0,True,False,training_runs\dqn_20260614_204448\models\q_network_episode_00050.weights.h5
2026-06-14T20:50:48,51,16694,385,4808.92,0.841407,9.607702,16694,2094.0,1700,15,0.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:50:51,52,16804,110,1794.2,0.840362,9.02577,16804,813.0,1000,9,6.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:50:53,53,16881,77,1090.1,0.839631,8.627315,16881,530.0,200,1,4.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:51:00,54,17197,316,4525.08,0.836628,11.739508,17197,2100.0,2300,17,0.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:51:01,55,17220,23,245.2,0.83641,14.055002,17220,136.0,0,0,6.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:51:07,56,17492,272,2461.88,0.833826,10.512651,17492,861.0,3600,9,6.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:51:12,57,17706,214,3351.24,0.831793,10.384439,17706,1541.0,1300,10,0.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:51:14,58,17788,82,1050.54,0.831014,9.151382,17788,505.0,100,0,8.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:51:20,59,18057,269,4478.0,0.828458,10.911123,18057,2104.0,1500,13,6.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:51:21,60,18085,28,236.78,0.828192,11.171027,18085,114.0,0,0,6.0,0.0,0.0,-25.0,0.0,True,False,training_runs\dqn_20260614_204448\models\q_network_episode_00060.weights.h5
2026-06-14T20:51:24,61,18208,123,1973.76,0.827024,11.482845,18208,865.0,1600,7,4.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:51:27,62,18315,107,1227.7,0.826008,10.834227,18315,506.0,200,1,6.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:51:32,63,18570,255,3496.14,0.823585,10.964614,18570,1560.0,1500,10,0.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:51:39,64,18882,312,2539.88,0.820621,9.995605,18882,861.0,4800,7,4.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:51:45,65,19123,241,2397.68,0.818331,11.84532,19123,863.0,2900,7,8.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:51:46,66,19151,28,248.8,0.818066,12.631908,19151,114.0,0,0,0.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:51:52,67,19440,289,5654.02,0.81532,11.527496,19440,2747.0,2100,20,6.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:51:54,68,19522,82,1119.56,0.814541,11.00783,19522,507.0,100,1,6.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:52:03,69,19923,401,5791.06,0.810732,11.115057,19923,2716.0,2100,18,2.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:52:11,70,20325,402,5883.0,0.806913,12.251943,20325,2714.0,2100,18,6.0,0.0,0.0,-25.0,0.0,True,False,training_runs\dqn_20260614_204448\models\q_network_episode_00070.weights.h5
2026-06-14T20:52:18,71,20612,287,4531.56,0.804186,12.195106,20612,2086.0,1500,14,0.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:52:19,72,20671,59,1345.44,0.803625,11.254783,20671,618.0,100,1,10.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:52:20,73,20688,17,290.74,0.803464,13.279175,20688,156.0,100,1,2.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:52:51,74,22188,1500,6366.3,0.789214,12.05724,22188,1152.0,38300,8,6.0,0.0,0.0,0.0,0.0,False,False,
2026-06-14T20:52:54,75,22289,101,1266.02,0.788254,12.590353,22289,528.0,100,1,10.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:52:59,76,22517,228,3215.12,0.786088,12.718392,22517,1553.0,1300,9,0.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:53:01,77,22595,78,1237.98,0.785347,14.245427,22595,620.0,200,1,8.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:53:07,78,22850,255,3391.7,0.782925,12.992473,22850,1573.0,1100,8,10.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:53:08,79,22866,16,299.78,0.782773,15.55634,22866,163.0,0,0,6.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:53:11,80,22969,103,1732.86,0.781794,12.255202,22969,842.0,1100,9,8.0,0.0,0.0,-25.0,0.0,True,False,training_runs\dqn_20260614_204448\models\q_network_episode_00080.weights.h5
2026-06-14T20:53:14,81,23048,79,1261.82,0.781044,14.904465,23048,586.0,100,1,8.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:53:19,82,23280,232,4400.64,0.77884,13.508165,23280,2095.0,1200,11,10.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:53:28,83,23634,354,5817.4,0.775477,14.180411,23634,2728.0,2700,16,8.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:53:30,84,23704,70,1128.54,0.774812,13.755402,23704,559.0,100,1,10.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:53:32,85,23793,89,1143.18,0.773967,12.284613,23793,573.0,300,1,6.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:53:44,86,24353,560,2862.14,0.768647,13.677562,24353,862.0,12900,5,10.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:53:46,87,24416,63,1159.1,0.768048,14.537454,24416,586.0,100,1,8.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:53:47,88,24432,16,300.82,0.767896,12.100487,24432,161.0,100,1,6.0,0.0,0.0,-25.0,0.0,True,False,
2026-06-14T20:53:55,89,24854,422,3133.2,0.763887,13.779037,24854,865.0,8900,9,6.0,0.0,0.0,-25.0,0.0,True,False,
