timestamp,episode,global_step,episode_steps,episode_reward,epsilon,avg_loss,replay_size,x_pos,score,coins,x_reward,score_reward,enemy_score_ignored,coin_reward,time_penalty,death_penalty,finish_bonus,dead,finished,model_path
2026-06-16T20:32:51,1,385,385,4480.4,0.999756,0.0,385,2093.0,1400,14,4.0,0.0,0.0,0.0,-0.1,-25.0,0.0,True,False,
2026-06-16T20:32:53,2,798,413,3964.0,0.999495,0.0,798,1555.0,900,9,0.0,0.0,0.0,0.0,-0.1,-25.0,0.0,True,False,
2026-06-16T20:32:55,3,1197,399,4698.2,0.999242,0.0,1197,2113.0,1500,15,10.0,0.0,0.0,0.0,-0.1,-25.0,0.0,True,False,
2026-06-16T20:32:57,4,1556,359,3599.4,0.999015,0.0,1556,1540.0,900,9,2.0,0.0,0.0,0.0,-0.1,-25.0,0.0,True,False,
2026-06-16T20:32:59,5,1887,331,3692.8,0.998805,0.0,1887,1568.0,900,9,0.0,0.0,0.0,0.0,-0.1,-25.0,0.0,True,False,
2026-06-16T20:33:00,6,2195,308,3544.6,0.99861,0.0,2195,1564.0,800,8,6.0,0.0,0.0,0.0,-0.1,-25.0,0.0,True,False,
2026-06-16T20:33:02,7,2615,420,3942.2,0.998344,0.0,2615,1549.0,1000,10,0.0,0.0,0.0,0.0,-0.1,-25.0,0.0,True,False,
2026-06-16T20:33:04,8,2900,285,3583.1,0.998163,0.0,2900,1569.0,900,9,2.0,0.0,0.0,0.0,-0.1,-25.0,0.0,True,False,
2026-06-16T20:33:08,9,3813,913,10874.3,0.997585,0.0,3813,4399.0,4500,46,0.0,0.0,0.0,0.0,-0.1,-25.0,0.0,True,False,
2026-06-16T20:33:10,10,4217,404,4043.6,0.997329,0.0,4217,1569.0,900,9,4.0,0.0,0.0,0.0,-0.1,-25.0,0.0,True,False,training_runs\dqn_20260616_203249\models\q_network_episode_00010.weights.h5
